,id,name,nationality,city,mobile_number,alternate_mobile_number,primary_email_id,alternate_email_id,birthday,tagline,hastags,about,gpa,company name,industry,locality,country,language,industry_knowledge,tools_and_technologies
70,70,Sheyenne Delgado-Manzanares,Cuba,Manzanillo,9160785791,6669763991,7mudqafj1u@gmail.com,x7y9fqwhwg@outlook.com,01-11-1991,ZymzylxZhXYPcWzSMRxtRYlpB,#SYalDcU,UbixTAONdlixDJHEcHYHTveKzPSWrRKbpwupkReWOwHtDtySqwtmgYTbySZfzieYVGlklucFqlmJKEkpjUAbetXQhbGnCZoqIOzylLLShclmTWjMSZhTngvfHakHTYRldzlsHexHIXnPzFDSsitTenYfJzJetTiFbYWTBxkQQAcSmNggvUlJmHIxfhpRLxOCioXioiMEhpSVQlpDUjUVITKXpXNAaUnFGKQYHGCZumADsyczJyKfcWlHls,2.84,secretaría de educación pública,government administration,,,Portugese,Blackboard,Data base user interface and query software
71,71,Joseph Smith,United States of America,Sacramento,8364742058,6903558256,j2ea77cwsl@gmail.com,r0jherwnry@outlook.com,11-07-1981,CCwRURTyeMqvYgJLooxjOHyPJ,#FHwKgnC,YwkcoeEVzlgNAWQrOvErbMSAeUPCDgMtrhLVpitfxjhwqDnTFiMoVoFENwXpocfbkrgZQAQlesiBaXnrHhqDuRprMcGcseKyRexdJwCNHoImBIrWHlEUKJlJqyDkOsOHvErZVduWlSwbQfqFIQGHrXIskbZfqNVqrVHhZfJcdxkQnTIjONMQpygjetdfQLFyvYVIaDLrHsSBDSGWERZeBvXxiWVlzhlKGvfMePJYtcotOMfABOgiZNxRwJ,3.88,dhl,logistics and supply chain,"bonn, nordrhein-westfalen, germany",germany,Arabic,CA Erwin Data Modeler,Metadata management software
72,72,Fikra al-Mina,India,Bombay,8348228259,9613774775,8ryfx5f7tl@gmail.com,mo51oxofhn@outlook.com,17-06-1962,tHVJaEmSvoVDnEqaowWpJGKPe,#llXiwPL,SCeDrMnvtsJqleaQxbxgCRPcPWagSPmKIymtDVLGigppTHtrknZdLlMatWVkmirxmtyJJCkvdupIhaIqOqaqlWpwdFKiGeSuhjgjsYOnnYZMqCOlAGamJauAhMeCYlzGCruUTYfmZuAyMnUzmLijUxusnIiRlzQvYTLERAZfgCdAMjOyKJqkkrIvMJQEGdLZEFaPkNRnBCqobOxqKDAopVDDkxoylLfwumEvZOShMGewDdHPExUvvEKHYe,2.67,my home,publishing,,,Tamil,Calendar and scheduling software,Calendar and scheduling software
73,73,Aurelia Davis Ingham,United States of America,Roseville,9488937792,7186983504,zx5lymiz9h@gmail.com,btr1b24ehc@outlook.com,09-06-1994,lwQXQpzNgtxXltmISdesnfvBd,#VVSRHxb,LnCmMvZSlGOXnZWimrwGvRyrYWqftxBifQjOWKHjzojZrGSfmrCSvWqnmtuqbfHKeEGyzsJKJbkxtrpgBZopqxADOJuJbEyDOxeAukFCdUTPTZhGCjFVbTGSRgRIFjgyyJUroWYmuxnsVhdafvoJmzKOmEicogTcqAXtSzrggKBRDypoFrfDCtkUYBabMOyRCGbaEnjHnusSnaVeLOxDuMHqpIvFTeFGgihCFlJfvIBUhEVfyseCVwfRNx,3.26,td,banking,"toronto, ontario, canada",canada,Pushto,Citrix,Access software
74,74,Taylor Elstun,United States of America,San Diego,7153859007,9533530670,qouysdcuxz@gmail.com,6a9vzbm7m6@outlook.com,12-09-1977,SgFoUPismfXlahglXdYEquSoz,#YBYJrdd,uUcJMbPPeoVHOSMkLGGpTryZHejMgnobrBLTUIChJOgYKZYkKwXNjLmjlNlVHMSlkwVjzwwZwAEmmlXENdWqPPURVkjiikFRhQuxdjavlkoqMKQpnmOSMSeuWXWlXfADdWFbjCuFYdXqByEzsLxYmrUUuPnSvtUZyxcsgNwAQBwzmQaOxMSYNwgjoKzwXoxFBiRRffhZgByQDiEixuUZImZfvuzJMqXYIaKASfHmKbKjmsKIjWRFNpJpsj,3.48,ge,electrical/electronic manufacturing,"fairfield, connecticut, united states",united states,Urdu,CNC Mastercam,Computer aided manufacturing CAM software
75,75,Joseph Snider,United States of America,Los Angeles,8756181281,6959489255,uvlw614zl8@gmail.com,so3h2lpx6a@outlook.com,15-01-2007,nnbbbjfdBTwsKvutCtEjSdNKZ,#vtRPSgV,eyfcwMsBreHYcusFqRPKlSskXKSJeteCFUhAZwuFwFxXJHsxWDTGMqvgIvEujdVAVwHmiqJlKQBpEJDrWyuFzJXSHYLamzzrnUIQVDkjicQvRKKhijzlevAOhdxfYKcCPiGSqNlxiOdDMbinowxYDgkgHTLjFwxjxtoCNQhVOvMHPbUezXKuZuhzAbgvUQSXxFhXoTqygZLfrKnYbUUhHwaqMsdBuboyXQkjAezBTPZhJEvKQPCACiJYnK,2.24,philips,hospital & health care,"guildford, surrey, united kingdom",united kingdom,Pushto,Computer aided manufacturing CAM software,Computer aided manufacturing CAM software
76,76,Sourinthone Tran,China,Wuhan,9412770964,9316886598,kjj5d9h10n@gmail.com,eiaga0re4j@outlook.com,16-02-2007,LpOVuJYtSlgIqBcgUdhCbXCSx,#iSakKew,AJlPEutXjFNCYDKiKOrvFAHasOKFcNykunjmtXRKtRblQUGUOmuohQIjUPuQVVtBVklFWEMkrpiwjMrJxxWVVermYXDyOaJzMWIcvVsqqzFbLXZURkEyhXyGQglPOEAspIwJliPBzHAPALtJIJydUpFjYcggBOcUomvAJSbLXkVjdjZGcqoNTdXVGOLFDwdDTmjwZFhrNpxjpHMbQqXAjXDeIWCAlQdPQuOThuAZWbVhpXVaWtSspuWDtb,2.27,ubs,financial services,"zurich, zurich, switzerland",switzerland,English,Confluence,Project management software
77,77,Ibrahim al-Sawaya,Tunisia,Manzil Tamim,8132647256,7693728238,qhznxj3r3q@gmail.com,ain881vsow@outlook.com,23-03-1979,WqobaFBeeZCVdtfeNCNONzrmb,#huxJwtL,ItrDlryVAoIbVcleBVbrGScpJsduehpYLZOZmMHDBAUNCRhXKPrUFMRNOjjTkKFmOTPGvajgLxExettqaQARczxkbrPIJWQllDsmtyJmLWonbLZLVSyyVqkSbPyNBfBYpmJgNcZEqArHWFDNkUlDDkpPVbwQlpWcRaRakgDBReCyWlnPNTyQaVIpkJigMzlciWCQSEpJqzsJvQKHaxCBMTnesCXkenMTTrIOauTxmivUflvuNISxBzZkMJ,3.04,procter & gamble,consumer goods,"cincinnati, ohio, united states",united states,Russian,Customer information control system CICS,Transaction server software
78,78,Alexandra Levy,United States of America,Los Angeles,7489574767,7105976730,s8h9rqfxvd@gmail.com,7if4kts42q@outlook.com,08-05-1998,vDNLPNStLVqmdEBWyJBHikhgn,#KliYzLD,JNFksRpqqffUxzKeBRgmwizOzaohoXZMIHViBVBGrONnilsnzimYucFKawOSjSAKOQZKrSQrBFfbnwTsVJpgqiQbGWtqDGUqFovDUCBRNKQocMUsfuRMVnUwwhTIYxdSIoMvFbeYTuyeyRfRxNsaFYETktPLtNCJLKLLPzGxNMqFAjSvFNyosujbnSlypodPWVRQiCLDVRPDtYXDpqGJZZjiQDNHPZblBuiytjezxmRwydIQHbLIpsVdhI,3.75,walgreens,retail,"deerfield, illinois, united states",united states,Persian,Data entry software,Data base user interface and query software
79,79,Macie Nguyen,Japan,Tokyo,7209021073,7423219187,52s6hgzhvh@gmail.com,jqzilr5rvn@outlook.com,07-10-1993,vHNYWOsjRsdQiTUXtRydutEai,#szNvRAU,FOHectlmiDALsQelpcnkXRSWGKyYqClXYrbsgPZbClRbrJGCTRchERcJXgGdpohvCxgGTTOYzZnxhZzNzwVegSDzOXOFxUqgKbPMquEnaatpGRocRviyLdTFzjPPmiMpppyberaALiYISppfKifkhnZsKcEOLSxCpSljOztxTdomwBmfkdWbaTVPSxBgXyRaBIEZmOgqNvPAzQDFHTHZWhiwyoxjUKsfKFCgTHophjBzxJqLuZGwBukAfX,3.55,"keller williams realty, inc.",real estate,"austin, texas, united states",united states,Japanese,Datawatch Monarch,Data mining software
80,80,Sean Tegtman,United States of America,Kettering,9517232954,9015841685,icvjzp3wg9@gmail.com,v3irr3bvub@outlook.com,10-03-2013,TIFGauBUgubzRinsRyTGWXxIL,#fsUcCkQ,JKcsbdvRgQOkCHaWgRZqHqEVQrXJpCkpRoWrAPgJfFGclZByhMohdLdqhgLvtNvDsTNKEogUtkSOfLWAHasTIGgoKozIIDtTxJjAeuEiXICMrvUKptlTEcBntkZdoFPcclzgPxURwDgzbzhnXfxrPhWIoKkEmbjgsSaYpXytsNQbEBfNPTdmeuhjnJpoxWaxvERXMWdJoPpmbdoLANRPNxiKXCsKoQETpegCEEWwhhmnVjSUfzyqHLtGJg,3.17,"lowe's companies, inc.",retail,"mooresville, north carolina, united states",united states,Portugese,Deacom ERP,Enterprise resource planning ERP software
81,81,Casey Vanden Bos,United States of America,Los Angeles,8052488977,7308485009,njzk1h47uj@gmail.com,ykn1cozqi2@outlook.com,20-11-2005,nZzZvgkOrgYTqPqokjbeXyTKT,#ukFykgs,QMOhdGcVpwsrfACBmftHLfGduXtWYHWFSGNkhcUpwEGGrzXVGjBvqGfALbQDfecEWemwyDbxivAyPRHplkMpSIaTITkhcqSzoDBWxtxTjnNMNNjoLJmWWFZmqYfDxZIfKFAHqkLNaqRNuKDhhrgCgGcfmjmtmNAstFtNiTJJDqQzeXiqBzWXkrKDTLcHudGESPrkBbUnvAsUqqJsJZsglSUhgsJPqdSAgdKAlFykpCKplitRCAJHIpfHQy,3.44,verbum traducción y edición,translation and localization,,,Hindi,Delphi Technology,Financial analysis software
82,82,Staci Maes,Mexico,Mexico,9314062641,8786947284,mu8otvcve6@gmail.com,lzgnv7b7l2@outlook.com,20-02-1971,IpshSdaqChlgSmrTkvUSCpNLd,#UPFShAQ,RsKduTodvHrtlCqzivNZSTWMxeOECrwkqidhkkDiqgmnsiwXRpVflDeKFPmONTHTsHDXxrpedjFdhykIpsTORGVXwdtvoYcDUrYYvFPnbLvEvCIUVkYkqmkvETJNjzMJHmAjwbxWJmBtuMpoYQufHNcNilSkXDTwwSPoacBBpnumwzBIudwFDKXDwrHVHyzgufLyproeCUuQIUGYbnrljrqdkpePmaGJNVkKCgVUJyxJqshuTlMjLvHWgk,2.91,united states marine corps,military,"washington, district of columbia, united states",united states,Persian,Dynamic Energy Systems MedAct,Medical software
83,83,Luke Davey,United States of America,Los Angeles,7757665117,9142431456,o7dwzlsq91@gmail.com,g28zhe6u2m@outlook.com,04-10-1984,TFQEdqRGdebTkUQXJfyEZFoqU,#OIVBTTz,cciIaKlhLzueTvzvhUFimQfcOsRPLAmdfWXrnythjSOczXWmsdIXcuQHQsrsDaslRzcILNDuxAhoGAbWKMACzDwSFYaLWIPQioizPLaOyxXmBDlffevVbkrqOgXguVadeLyNTxSdwgzPYmYHGxtAZolkfwBHqeOBkTBMArrYHmhkFVSAjOtVNjPnQFhMDDxlBdbzvNvwOfyuvcRHDodzyRPrRmZFSKwjyqptWFAZpnEYVenSjVmfBXRaJo,3.52,dell emc,information technology and services,"hopkinton, massachusetts, united states",united states,Korean,Extensible markup language XML,Enterprise application integration software
84,84,Harper Wheeler-Marques,United States of America,San Diego,8008415126,8092608847,fg77pbdqzz@gmail.com,db4fqus9f5@outlook.com,04-04-1973,ylzqCSONkpQAUEZAvICVxxivy,#RJTJuFg,ukwhBodgiZxlgHaGtHTttwhhCTGsdlQLYabHGdwkQzhQnLLQEjDfSeEDiNWlKfrIvmTxEwQIaAbNNKAeFNonFVAqBUBPVeHRZEoVKIpdBAHmyqCCAkXSgmKXZApDykdfjDNudUHANgomrhGNyGlbMAwAxhwWgAiNQJRkDEgYqtmpDSXBmQdShBNXQlaFQXJBYzDdmVfhRNGsFKepgvmFYSQOMVROYfGWykWkViZCmeEBXZkgbRWnCYIMFA,3.34,tech mahindra,information technology and services,"pune, maharashtra, india",india,Swedish,Facebook,Web page creation and editing software
85,85,Sherleen Saravanan,Myanmar,Rangoon,8779242040,8850981919,osymbhqq9d@gmail.com,jr3g5clq18@outlook.com,27-09-1985,qpFfUbSGPfuRSvdKNPmndvPnw,#efYsvPk,kMTfJXPymVasoNAFmpKgfhaNsyVsperJiLGfnNKoUWkAYseDiicouIwDSpoBZOUJMJaBqORgiTXYXetbzDIonwuaagSlQrNIlMunCFWgIDyjAzqkwJFQXZEUhlgLnmuhGmwagvPsDOzanWLypiUwpTiRdBHDbwdvlwWBzVMSLxwLTVtufHJuHSeoOCoxgLsAjYfsyFCaZTPYNRzaesxBZsBdxryLaSYDqHWdoYpBPqYgvczqvtvXvlRSWL,2.45,verizon wireless,telecommunications,"basking ridge, new jersey, united states",united states,Indonesian,FileMaker Pro,Data base user interface and query software
86,86,Myles Vaught,United States of America,Waukegan,7257140854,9690290146,ziej85z3zg@gmail.com,13dq3e6du7@outlook.com,24-08-2005,rIiMlgiOlgfFmngfFMMjZWHEU,#FZUNBnE,bCfpUSZxIBvtDzsfPkNUBEayKHEfNrcImZRTipAIEaQVupQmfLRUwgqlUOwlluDpQqhvPyJNQRFbpNZSjfgHbfJotBaFAzLMJPRPciaMgRYRUfCUeRZGFrdJiahPXiMEFiTGCsGRrqYSPaaQFJUmFAvflfDvqeQXMtDdJecAwCgWMCrYzdiciqFspTyBNhHqupZqcWDNcawQdPlsbfIJPlggiRIGiyRcfnRyVKMHBuZUXhrHQmjaAsbxfL,2.78,sanofi,pharmaceuticals,"paris, île-de-france, france",france,Latin,Fund accounting software,Accounting software
87,87,Juan Guerrero Camacho,Mexico,Mexico,8310418231,7590234128,zkwo2n30uo@gmail.com,0lb344jhv7@outlook.com,14-09-1977,BtWEWtmNUHkQtvvvmxLfUpkYs,#yiLsUfI,EzkecWMQOIViXwYNhzsfzPajDwQMmWHhwbcfdRrNvLJONutQHZqLqCAJZWfOFWhZOrUhHgQxhpNIlohglsWopwqMPDwoaNlogeBZpZTAygxMUQwpJGTksSkMAHpSeKgkXtGMCveqQuwqYrhFkanSNUZvRFdqKgOAbpITiaMOTEmPwfxnYVsakRRMPVTYexzDPdcrTOUQGKnMwriSZqYmcoAGsIyfbAesRUPWLxmuzGFkftpDBnluasiygF,3.27,bnp paribas,banking,"paris, île-de-france, france",france,French,Geographic information system GIS software,Map creation software
88,88,Lindsey Freund,United States of America,New York,7323400807,7990646353,lle1ndp66u@gmail.com,suobvnw77y@outlook.com,25-03-2001,iDOzkULKoFxRARMVFKbUIvGJQ,#gAEfmkU,icGDvOSLBpmSTbNezRvRtLSKVviSupdtILUqnscZYbIeRtGYwIdfxZAMbQlYWvdyuSJldFpPSnwafaSUlOyKvWvJwAGAMQdCmGkHHfCNomulDOyROakVDuPMOvHSboGTaDLuUUWrSgHHFSmhvrlerYQVYjsDZyFdeDMwJSiZauUQhLzBUzEIdRXCzIQGynPVcGNrrQfihQwwSmjTuhsuXEiEHRyzyJdLEczPrWDLBOHRdbttYjtaukAhIq,3.28,sodexo,facilities services,,,Latin,Google AdWords,Sales and marketing software
89,89,Savannah Clark,United States of America,Visalia,6767546709,7430258774,9edkmw8y2r@gmail.com,7crshdx3xi@outlook.com,26-11-1982,nJrmmmsDygFahGemIQjuduAqk,#oCAGmCm,ckdQmnvvowCcMGVBSPaPfzKmMFLHYJBdldpHLVNORraxGRmKfHcjftvNZOMnzrqoufsztuScKalxHApVlrRUDjNkZIKaTkFQmxtvNuhEFEWnidEFnRDgLWZdaskKiMKSOltxmLAZTHBqlkfxbPYSkadPWmhNlLLkDtyspdrnhreZkoLsCwGqnmNJrfhAOZdCwHSfoFlVKkHhfhIeDdStAVakDSxWLWrooxvltdDjGZMtdDUlqtCXVHXtcx,3.25,deutsche bank,investment banking,"frankfurt, hessen, germany",germany,Pushto,Google Analytics,Data mining software
90,90,Bradley Monsell,United States of America,New York,7813766569,7723944280,okf9em1lni@gmail.com,6qwyrv32gl@outlook.com,15-06-1989,XkuphvTytMVqAelKSwHMATUdq,#GsoFmjd,TDoNtciBSmqjUQQwqHRavHlmsuRqzMjgQiFPtMnvJtkdHnJtAWHeuKgaFWQaGFGCHBwuXFXYvYBanoQAwugEkDzyXiTgftdkDOhwkiOOPcdEOdgOYfJjjjdyLvFPzPBYjSzxsQUagiGmPUcjnWCNTRlOaEcOBQWdlSfzLUOQXCsOvczSjdixOeLBhaqngnUdMjiilogoWUeLTkmOWuYrkLCQwGCIJahfyXTJyRsXRxEeKpVHMaHPjhiesD,3.49,tencent,internet,"shenzhen, guangdong, china",china,English,Google Docs,Word processing software
91,91,Daisha Schmidt,United States of America,Boulder,8822789371,7939674332,zpykuq5r8w@gmail.com,uwpeq2ypyp@outlook.com,10-03-2002,eNMvSnUUTVZoEBtcBAKVjEmxM,#kVlCjNB,HFTQDiuZgZsbxoFpxHKPnTfVJSWhgONiDvYMGmQTurOgKtnHYPwGRzCXoakiPWJiWNiSLtVwcreBGpEGfWXSWWVPwTjEjaSnQaWYaDUDcAQsHBhFhDXPFZDZHZHKWMmHYNkxsmwcBtXrOZzDhSIidLGvlrqSybSKeSVHEPqgswdJXdKuKHqPsGSpKcHlVimPgElocIarCkGOdOySzSWicRURMwgiUzjpBOBUZJBsuRBOuoavxZtHlrllvk,3.6,j.p. morgan,financial services,"new york, new york, united states",united states,Estonian,Google Drive,Office suite software
92,92,Airabella Koontz,United States of America,Dallas,8626893931,7526238323,ohd7a4bo73@gmail.com,v2fpktrldx@outlook.com,04-04-2009,tlMDWQwZoPmrFdBytLuCjbJOC,#ZRJAONC,PVtEjKxJabOJxAzAaAmnFDUCpBryCfVTyiKbxunvOgVHJCNYfagwKGfMlVSukZxljZGCbSGkRnCamBpwfogvAHWpQYoBQOFeaIjqAueSMQvXXRbewaTSOZRRVaoCRnMQZjIMWKCPfXAbBnurhTWqJqtLDyfxenAorITkNIajamajYMQZOJvChZGKoETLHPsLwoVdsiZysnholbbWTKleeNywbnylDKNNfRONXgfMLuphKpuzJwKXiIJsit,2.83,verizon,information technology and services,"basking ridge, new jersey, united states",united states,Indonesian,HEAT Software GoldMine,Customer relationship management CRM software
93,93,Hailey Malle,Russian Federation,Nizhniy Novgorod,7391267495,7605644835,4tsm3kw4sl@gmail.com,4xqyi1ttcf@outlook.com,09-12-1989,oeTrlOUSmZlDirOubmrlZggWv,#AhnQRgr,wiXhJsKcMGhzMKCghYuvKBDoVGOmOSojRUtnwfQYryWCCGmsLlGHpCShXnWySwyrJvHLdjXYCljyfgbFCyWVFnCoVorHEzCjJEFHXHjcyxfTlxNxlkYslelVliPOkGVPAVTUYSeJfQzCtaGxnHOaEEWQqXFBfSxVHzCuvYtKYsvjlDZoqqWPDUfrTWULXXHuvtMCleKFqvdDSELtazSthDjOWfYFQuGYUIFsTTOLnLKeBjBujJsBKzTLvJ,3.01,l'oréal,cosmetics,"paris, île-de-france, france",france,Tamil,Human resource management software HRMS,Human resources software
94,94,Devon Miranda,Colombia,Pereira,9770677693,7518036997,u501rv3com@gmail.com,l0bbzrhpqp@outlook.com,02-06-1999,RyLWePmFSANaoiKoTbHFiOsdv,#oBBRLUv,THShcyQJkXHEFHPoOaJpatCObIeGRPkNbMizSlQnFTbAHcdLyDDAoWmzOSpVzXKRAtUCFbsrBpnHRjhXTNRRhdTHQlhPfdeDnuZRZnoLtxqWWSckrIIolQxsXBPbTGTPHLWuCmEWFGAJhacwqNqyKpMmcsbDjUxEWYessGjnYxvJdozPpMjKQVraMvWnsSwohbRliXMVFhppjCWXIJHEosMSGpKDAhDDYCyKtqLaBpxYPJdeaiPEcvavlO,2.7,kpmg,accounting,"montvale, new jersey, united states",united states,Tamil,Human resources software,Human resources software
95,95,Danielle Nguyen,Japan,Tokyo,9875924384,9879746620,3l43vs585f@gmail.com,f1nlyd9313@outlook.com,11-02-1962,xYIGbHLIJjBdtMJOSvZppsXob,#RNQlejp,zdXBjDdiMdLxcOaZmkOZrReydbZKoKjLGnjLcECVCRSpQyZShipXGXmJVRwzsDCnfZlEAtNxciCItQlDVLjKbRJxoTtwAPKGnNNGvQOECxYbsuJMVNzeKQXVuJZZECFNEpFmdNhgYfaOeBLVDlZCRdadpnnhAHtdfHdjDFiBVLdqHdHcbJHhnjnQKICSoDRcMLUIuuBvfZGVeBwqIgjiPRdJaSzOkwVaUruwxwEumwNoArcjTCKdntdzZs,2.58,orange,telecommunications,"paris, île-de-france, france",france,Latin,IBM Cognos Impromptu,Business intelligence and data analysis software
96,96,Mateo Cisneros,Brazil,Foz do Iguaçu,8855813279,7807298824,iu6ypuqbn3@gmail.com,3rh3jkubs9@outlook.com,08-10-2004,ciwAoTSXwbDsbhoAQxugbMKsB,#WteqaMW,WdfkmwuqSkNDiMcGrPSUeQaXWOeDKBKzjaZbYyUiwLeXGkWJSmzHFUXGkurxtBvrGHKPEORMDvFOvHMsYYdVFptMnlaRUFQqOBvTjhkuGbCzIHewIIkaroUdkyfPxzjyAqVXLDPEHhavPrNOOHGJvpjUYslblgryQCeMOAvjXOJEghqvcGTcfXwUDbBlGjAqDARMCLpWLCKaCZfRteaTEvLfmCQJVqwtjWqrbIUSIAYykQRIHdDnxidkkp,2.89,linkedin,internet,"mountain view, california, united states",united states,Latin,IBM Domino,Communications server software
97,97,William Pablo,Japan,Kashiwara,7663358294,7583903746,hcsl23u8i9@gmail.com,ko6jd4gqpl@outlook.com,08-08-1987,LHbgwzkzlpaytDXfCooZbAQUJ,#PkIBAOr,OBSDDHjmsenNWYmXwdXsdGiDryDysrwLAYfdxifUYOrlnPLCsGoyMTWsyaQTdUMSRgEZAgfFyCmbpUoFSZIGwQhHriWkkZWAXRdmxmTxaKAZVJArzbODGiTaCQbGwjNVMSCNFdNFpDOaPgyEvuikixZhArMFKYcDurYzcdTujCsWqpAcEYchJJmzrXRAEDXcfvpwvLkUGiOLccaEgsHDElXzJdlOKfdEMfAGuRkAbqPUPJtSQhXvygcJfm,3.3,barclays,financial services,"london, greater london, united kingdom",united kingdom,English,IBM InfoSphere DataStage,Enterprise application integration software
98,98,Jason Hundsdorfer,United States of America,Los Angeles,7841297565,9742137335,xcle97cnhk@gmail.com,arqp4u9272@outlook.com,11-09-1998,fUvoAUreirlVxrdUdRimCUjhr,#NndNofV,nHajjkmrbWbtlMkWbdjOVHmGlbaFbPuBCjefSxkdsSqjtIPoxSoifjNLEIeQhUpUGnVMHIfgDUtejDkCBgvcvEXPokjgavCLmwQzdGZdLvrbVZybFVNgRWzBJaxoYGafekhbjujveSrsNWNbFQJGjOzGGYWVQOrDINAAAtlFWlpqBJCiZQbDKulMDvrskqZUKpQjzsFACCtKgfOdhPMLiVPQAudGvlEyGtpfbWXnvBaFKrhiAIUcDnyySp,3.15,facebook,internet,"menlo park, california, united states",united states,Pushto,IBM Notes,Electronic mail software
99,99,Antonio Desai,Japan,Kawasaki,8360670153,9664958540,oaitqfu4h1@gmail.com,zjhqshnotn@outlook.com,11-06-1988,oXAreLwFgoEgxcpXsprTlBldH,#kftkOrZ,ilYPwhIIDUbzTOwDnqUuUjMADTBcJjsDqVTNnhJEBwmAffGfNMmihmnmsZyNXjueeuEDrHcPwwodjsTUsjWnvTexAAWMIsOVzDbpXzjUTVEkEGcysPclLtVKwSrBumXQSNMrBJWSyzAMdCQLmGjMhlXmiwHEzuROajtfeGqZhQXWeRirsKtmLTjFZLwLIKktSaMsNEgwkMNcKLtkyWVflmjDSWIshKSzrgQxYepPvYSRurkXLGAWNXXwUa,2.88,northrop grumman corporation,defense & space,"falls church, virginia, united states",united states,Korean,IBM Power Systems software,Enterprise system management software
100,100,Rachel Bakeman,United States of America,Phoenix,7565661671,7722669968,4ygi2xvxbh@gmail.com,wmaxgnrz7g@outlook.com,24-01-2003,zvdWrFAMhxoXYlBJDgNAZpYIG,#xXQZTGq,ksrnygmhNIMQLoXUmEuDieMYsqkdkKvkuxOMuwvsHWnpOMiLEMtetCJWwmGjchCufmaCVuEGqEyPFqWihjwCoduJXDRANBoRduoJelEpDFegOKxJHxNHJkJvqZeWJOIgSMwNjVlLEdaxxSkkyQMbOJrFqbtYdAtRrPigrfoAmAkSdHjBlyDKeOoOZRPlWJLmPWgEoxsCqeAuMJjuryQrkpmsPqUjYIrFZJyVLQoMuItxrVnCxDqqEDfBvQ,3.43,fca fiat chrysler automobiles,automotive,"turin, turin, italy",united kingdom,Japanese,IBM SPSS Statistics,Analytical or scientific software
101,101,Mamdooh el-Moustafa,Pakistan,Karachi,7559109496,9083392824,j82788zby5@gmail.com,t2glcj0mnr@outlook.com,06-03-1996,lBylrbBYoWqggqLeFrmQrAleT,#WUZyryf,xxIfJfEobUYsXKxGrJOKLNOLUXxvbPltEzFfYtJCqMdxCjvIHnFAIKhEgXpSMrNTQTHeYcIqsNAzdyyiZzxkOpKtzNfAvTtpklCWQGkEyQxyGfQNaCVpexLCTizHQOudtODTizYecvRtkXeLSdTvIgqhIvQAvKQdpPvUvOKoVRpQOjMEJthxWVjRAeNuhsJzzLLFWcfECepMtPpzZeusjgrmSadnXCpQlPikLhviCJTYbkcPPLEQBCUpwI,3.68,adp,human resources,"roseland, new jersey, united states",united states,Russian,InnQuest Software roomMaster,Facilities management software
102,102,Lindsey Carter,United States of America,Redwood City,9728879523,7477819403,ktxy1ob5tq@gmail.com,lxqzwkxib9@outlook.com,03-03-1969,fsnCVTSBMSGrqOeKpDgHVpCke,#agXySip,GDZiSdaGgGcMpRVtdKMwWKkyBpXzRpFUhxzbgVTwpvuYALPivfPKAteSrzDrYJZCMUZIVlqvqPINDitNyVSKAfHcisUOhtnnthhnVvIFdlBZrTEAblGAQQkrOkrVaYCDUkjubpkwOCQqGMNpAukEZTFcLAxiVxFrsgQJQxLTJgdkxecsMNlYdFEfDtFTmZQdrhYlWyCUEjZOoCSJCFWQykXOxenOeuCgCQwGsdveDEvLJWISipZsNpYuVU,3.03,medtronic,medical devices,"minneapolis, minnesota, united states",united states,Tamil,Intuit QuickBooks,Accounting software
103,103,Duncan Kruse,United States of America,Santa Ana,6993270799,9864148966,zmprgir8yw@gmail.com,klggixvwi6@outlook.com,12-07-2010,wgOTyPjfDYKOxcZEFtPnGlVRt,#QXEDCyJ,nCNlQRMYOxUiCAdEvVfZUlJjSBGBJyaUCVHHsaFenpvXNyoMBBnVlDbrbsvOnJomnQkvvYqUxUkbnVbJoSgFgaTqZrWlGmgOZIommCgJgJhFwgalOKbuqysAVTheLycqyUDSHNthRylbxupHutAmYcxwCrjvzHTEcalmxBlYahZFbdEngTtJrLVLVsvLpqIXwtlcBEufRpifeKjdeQnUDgTECvQOZoxHHRdAxBtPtHvFPZcdhefInqLhxf,3.46,abbott,hospital & health care,"illinois city, illinois, united states",united states,Persian,Inventory management software,Inventory management software
104,104,Callahan Foster,Canada,Toronto,7070158151,9541569181,tf769lcv0y@gmail.com,mah2n6o819@outlook.com,19-04-2004,sBfKWIwgPNUSBcjxbpuZyYkQE,#KInlQMa,SQiqrUMnyMPViOgkTRnewAKzummvOapxaUHRKJlAbqrxAOYxjjZHgKhEiLMcuPfxATSkcqQouSifDHDTiWeDJcmGIDaSZjZzsCvghIndRSLBQFEVwFmhiaCYqXudSBJguJLrFTOoMunAtRPqDKfaaDZmchsAhHErFSJOhCAlxUWBzZBSzZcDsqlmkpSHsVGxLpmTtXdmgbFmPXLmMvnNUuGOaZDHhCCdpNVOtbAEUHXIcrxhMkkYzOnOag,3.49,chevron,oil & energy,"san ramon, california, united states",united states,Thai,Job control language JCL,Operating system software
